translation_id,source_word_id,target_word_id,source_word,target_word,source_word_example,target_word_example
4000060,4000121,4000122,conducir,вести/управлять,,
4000061,4000123,4000124,guiar,вести/направлять,,
4000062,4000125,4000126,todo,весь,,
4000063,4000127,4000128,viento,ветер,,
4000064,4000129,4000130,rama,ветка,,
4000065,4000131,4000132,eterno,вечный,,
4000066,4000133,4000134,cosa,вещь,,
4000067,4000135,4000136,mirada,взгляд,,
4000068,4000137,4000138,cobrar,взимать,,
4000069,4000139,4000140,aspecto,вид/облик,,
4000070,4000141,4000142,especie,вид/разновидность,,
4000071,4000143,4000144,vista,вид,,
4000072,4000145,4000146,ver,видеть,,
4000073,4000147,4000148,culpa,вина,,
4000074,4000149,4000150,vino,вино,,
4000075,4000151,4000152,incluir,включать,,
4000076,4000153,4000154,autoridad,власть,,
4000077,4000155,4000156,influencia,влияние,,
4000078,4000157,4000158,afectar,влиять,,
4000079,4000159,4000160,junto,вместе,,
4000080,4000161,4000162,abajo,внизу,,
4000081,4000163,4000164,atención,внимание,,
4000082,4000165,4000166,interior,внутренний,,
4000083,4000167,4000168,dentro,внутри,,
4000084,4000169,4000170,durante,во время,,
4000085,4000171,4000172,agua,вода,,
4000086,4000173,4000174,militar,военный,,
4000087,4000175,4000176,excitar,возбуждать,,
4000088,4000177,4000178,regresar,возвращаться,,
4000089,4000179,4000180,volver,возвращаться/поворачиваться,,
4000090,4000181,4000182,aire,воздух,,
4000091,4000183,4000184,oportunidad,возможность,,
4000092,4000185,4000186,posible,возможный,,
4000093,4000187,4000188,surgir,возникать,,
4000094,4000189,4000190,edad,возраст,,
4000095,4000191,4000192,guerra,война,,
4000096,4000193,4000194,alrededor,вокруг,,
4000097,4000195,4000196,ola,волна,,
4000098,4000197,4000198,pelo,волос,,
4000099,4000199,4000200,imaginar,воображать,,
4000100,4000201,4000202,cuestión,вопрос/тема,,
4000101,4000203,4000204,pregunta,вопрос,,
4000102,4000205,4000206,ocho,восемь,,
4000103,4000207,4000208,domingo,воскресенье,,
4000104,4000209,4000210,adelante,вперёд,,
4000105,4000211,4000212,delante,впереди,,
4000106,4000213,4000214,enemigo,враг,,
4000107,4000215,4000216,doctor,врач,,
4000108,4000217,4000218,daño,вред,,
4000109,4000219,4000220,tiempo,время,,
4000110,4000221,4000222,todavía,всё ещё,,
4000111,4000223,4000224,siempre,всегда,,
4000112,4000225,4000226,total,всего,,
4000113,4000227,4000228,entrada,вход,,
4000114,4000229,4000230,entrar,входить,,
4000115,4000231,4000232,usted,вы,,
4000116,4000233,4000234,elegir,выбирать,,
4000117,4000235,4000236,elección,выбор,,
4000118,4000237,4000238,destacar,выделять,,
4000119,4000239,4000240,ganar,выигрывать,,
4000120,4000241,4000242,cumplir,выполнять,,
4000121,4000243,4000244,expresar,выражать,,
4000122,4000245,4000246,alto,высокий,,
4000123,4000247,4000248,superior,высший,,
4000124,4000249,4000250,salir,выходить,,
4000125,4000251,4000252,gas,газ,,
4000126,4000253,4000254,donde,где,,
4000127,4000255,4000256,genial,гениальный,,
4000128,4000257,4000258,principal,главный,,
4000129,4000259,4000260,verbo,глагол,,
4000130,4000261,4000262,ojo,глаз,,
4000131,4000263,4000264,profundo,глубокий,,
4000132,4000265,4000266,tonto,глупый,,
4000133,4000267,4000268,cólera,гнев,,
4000134,4000269,4000270,decir,сказать,,
4000135,4000271,4000272,hablar,разговаривать,,
4000136,4000273,4000274,año,год,,
4000137,4000275,4000276,cabeza,голова,,
4000138,4000277,4000278,hambre,голод,,
4000139,4000279,4000280,voz,голос,,
4000140,4000281,4000282,montaña,гора,,
4000141,4000283,4000284,ciudad,город,,
4000142,4000285,4000286,caliente,горячий,,
4000143,4000287,4000288,señor,господин,,
4000144,4000289,4000290,preparar,готовить,,
4000145,4000291,4000292,ciudadano,гражданин,,
4000146,4000293,4000294,civil,гражданский,,
4000147,4000295,4000296,pecho,грудь,,
4000148,4000297,4000298,camión,грузовик,,
4000149,4000299,4000300,banda,группа/ансамбль,,
4000150,4000301,4000302,grupo,группа/коллектив,,
4000151,4000303,4000304,triste,грустный,,
4000152,4000305,4000306,caminar,гулять,,
4000153,4000307,4000308,dar,давать,,
4000154,4000309,4000310,presión,давление,,
4000155,4000311,4000312,lejos,далеко,,
4000156,4000313,4000314,dama,дама,,
4000157,4000315,4000316,dato,данные,,
4000158,4000317,4000318,fecha,дата,,
4000159,4000319,4000320,dos,два,,
4000160,4000321,4000322,veinte,двадцать,,
4000161,4000323,4000324,puerta,дверь,,
4000162,4000325,4000326,motor,двигатель,,
4000163,4000327,4000328,mover,двигать,,
4000164,4000329,4000330,doble,двойной,,
4000165,4000331,4000332,patio,двор,,
4000166,4000333,4000334,nueve,девять,,
4000167,4000335,4000336,abuelo,дедушка,,
4000168,4000337,4000338,acción,действие,,
4000169,4000339,4000340,hacer,делать,,
4000170,4000341,4000342,división,деление,,
4000171,4000343,4000344,compartir,делиться,,
4000172,4000345,4000346,asunto,дело,,
4000173,4000347,4000348,demonio,демон,,
4000174,4000349,4000350,día,день,,
4000175,4000351,4000352,dinero,деньги,,
4000176,4000353,4000354,árbol,дерево,,
4000177,4000355,4000356,madera,madera,,
4000178,4000357,4000358,década,десятилетие,,
4000179,4000359,4000360,decimal,десятичный,,
4000180,4000361,4000362,diez,десять,,
4000181,4000363,4000364,detalle,деталь/подробность,,
4000182,4000365,4000366,pieza,деталь/часть,,
4000183,4000367,4000368,detective,детектив,,
4000184,4000369,4000370,actividad,деятельность,,
4000185,4000371,4000372,diseño,дизайн,,
4000186,4000373,4000374,director,директор,,
4000187,4000375,4000376,longitud,длина,,
4000188,4000377,4000378,largo,длинный,,
4000189,4000379,4000380,diario,дневник,,
4000190,4000381,4000382,adiós,до свидания,,
4000191,4000383,4000384,hasta,до,,
4000192,4000385,4000386,agregar,добавлять,,
4000193,4000387,4000388,contento,довольный,,
4000194,4000389,4000390,acordar,договариваться,,
4000195,4000391,4000392,lluvia,дождь,,
4000196,4000393,4000394,documento,документ,,
4000197,4000395,4000396,deber,долг,,
4000198,4000397,4000398,cargo,должность,,
4000199,4000399,4000400,valle,долина,,
4000200,4000401,4000402,dólar,доллар,,
4000201,4000403,4000404,casa,дом,,
4000202,4000405,4000406,entregar,доставлять,,
4000203,4000407,4000408,bastante,достаточно,,
4000204,4000409,4000410,conseguir,достигать/добиваться,,
4000205,4000411,4000412,lograr,достигать/осуществлять,,
4000206,4000413,4000414,pelea,драка,,
4000207,4000415,4000416,fracción,дробь,,
4000208,4000417,4000418,amigo,друг,,
4000209,4000419,4000420,otro,другой,,
4000210,4000421,4000422,pensar,думать,,
4000211,4000423,4000424,espíritu,дух,,
4000212,4000425,4000426,alma,душа,,
4000213,4000427,4000428,agujero,дыра,,
4000214,4000429,4000430,diablo,дьявол,,
4000215,4000431,4000432,europeo,европейский,,
4000216,4000433,4000434,comida,еда,,
4000217,4000435,4000436,apenas,едва,,
4000218,4000437,4000438,unidad,единица,,
4000219,4000439,4000440,único,единственный,,
4000220,4000441,4000442,si,если,,
4000221,4000443,4000444,natural,естественный,,
4000222,4000445,4000446,comer,есть,,
4000223,4000447,4000448,aún,ещё,,
4000224,4000449,4000450,esperar,ждать,,
4000225,4000451,4000452,desear,желать,,
4000226,4000453,4000454,ferrocarril,железная дорога,,
4000227,4000455,4000456,hierro,железо,,
4000228,4000457,4000458,amarillo,жёлтый,,
4000229,4000459,4000460,mujer,женщина,,
4000230,4000461,4000462,gesto,жест,,
4000231,4000463,4000464,quemar,жечь,,
4000232,4000465,4000466,vivo,живой,,
4000233,4000467,4000468,animal,животное,,
4000234,4000469,4000470,líquido,жидкость,,
4000235,4000471,4000472,vida,жизнь,,
4000236,4000473,4000474,grasa,жир,,
4000237,4000475,4000476,vivir,жить,,
4000238,4000477,4000478,revista,журнал,,
4000239,4000479,4000480,cuidar,заботиться,,
4000240,4000481,4000482,olvidar,забывать,,
4000241,4000483,4000484,depender,зависеть,,
4000242,4000485,4000486,título,заголовок,,
4000243,4000487,4000488,culo,зад,,
4000244,4000489,4000490,tarea,задание,,
4000245,4000491,4000492,acabar,заканчивать/завершать,,
4000246,4000493,4000494,terminar,заканчивать/доводить до конца,,
4000247,4000495,4000496,ley,закон,,
4000248,4000497,4000498,cerrar,закрывать,,
4000249,4000499,4000500,sala,зал,,
4000250,4000501,4000502,nota,заметка,,
4000251,4000503,4000504,ocupar,занимать,,
4000252,4000505,4000506,oeste,запад,,
4000253,4000507,4000508,captura,захват,,
4000254,4000509,4000510,defensa,защита,,
4000255,4000511,4000512,defender,защищать/оборонять,,
4000256,4000513,4000514,proteger,защищать/охранять,,
4000257,4000515,4000516,llamar,звать,,
4000258,4000517,4000518,estrella,звезда,,
4000259,4000519,4000520,sonar,звучать,,
4000260,4000521,4000522,edificio,здание,,
4000261,4000523,4000524,aquí,здесь,,
4000262,4000525,4000526,salud,здоровье,,
4000263,4000527,4000528,verde,зелёный,,
4000264,4000529,4000530,tierra,земля,,
4000265,4000531,4000532,invierno,зима,,
4000266,4000533,4000534,signo,знак,,
4000267,4000535,4000536,conocer,ведать,,
4000268,4000537,4000538,saber,знать,,
4000269,4000539,4000540,oro,золото,,
4000270,4000541,4000542,zona,зона,,
4000271,4000543,4000544,diente,зуб,,
4000272,4000545,4000546,juego,игра,,
4000273,4000547,4000548,jugar,играть,,
4000274,4000549,4000550,idea,идея,,
4000275,4000551,4000552,idiota,идиот,,
4000276,4000553,4000554,ir,идти,,
4000277,4000555,4000556,evitar,избегать,,
4000278,4000557,4000558,famoso,известный,,
4000279,4000559,4000560,disculpa,извинение,,
4000280,4000561,4000562,sacar,извлекать,,
4000281,4000563,4000564,desgaste,износ,,
4000282,4000565,4000566,inventar,изобретать,,
4000283,4000567,4000568,gracia,изящество,,
4000284,4000569,4000570,haber,иметься,,
4000285,4000571,4000572,tener,владеть,,
4000286,4000573,4000574,importar,импортировать,,
4000287,4000575,4000576,nombre,имя,,
4000288,4000577,4000578,higo,инжир,,
4000289,4000579,4000580,extranjero,иностранный,,
4000290,4000581,4000582,herramienta,инструмент,,
4000291,4000583,4000584,instrumento,музыкальный инструмент,,
4000292,4000585,4000586,interés,интерес,,
4000293,4000587,4000588,información,информация,,
4000294,4000589,4000590,buscar,искать,,
4000295,4000591,4000592,arte,искусство,,
4000296,4000593,4000594,español,испанский,,
4000297,4000595,4000596,uso,использование,,
4000298,4000597,4000598,aprovechar,пользоваться,,
4000299,4000599,4000600,emplear,применять,,
4000300,4000601,4000602,usar,использовать,,
4000301,4000603,4000604,estudio,изучение,,
4000302,4000605,4000606,investigación,исследование,,
4000303,4000607,4000608,historia,история,,
4000304,4000609,4000610,fuente,источник,,
4000305,4000611,4000612,julio,июль,,
4000306,4000613,4000614,a,к/до,,
4000307,4000615,4000616,cada,каждый,,
4000308,4000617,4000618,parecer,казаться,,
4000309,4000619,4000620,como,как,,
4000310,4000621,4000622,piedra,камень,,
4000311,4000623,4000624,cámara,камера,,
4000312,4000625,4000626,capitán,капитан,,
4000313,4000627,4000628,mapa,карта,,
4000314,4000629,4000630,tarjeta,карточка,,
4000315,4000631,4000632,carrera,карьера,,
4000316,4000633,4000634,calidad,качество,,
4000317,4000635,4000636,cuota,квота,,
4000318,4000637,4000638,cine,кино,,
4000319,4000639,4000640,clase,класс,,
4000320,4000641,4000642,poner,класть,,
4000321,4000643,4000644,club,клуб,,
4000322,4000645,4000646,llave,ключ,,
4000323,4000647,4000648,clave,ключ/пароль,,
4000324,4000649,4000650,jurar,клясться,,
4000325,4000651,4000652,libro,книга,,
4000326,4000653,4000654,cuando,когда,,
4000327,4000655,4000656,piel,кожа,,
4000328,4000657,4000658,rueda,колесо,,
4000329,4000659,4000660,cantidad,количество,,
4000330,4000661,4000662,campana,колокол,,
4000331,4000663,4000664,colonia,колония,,
4000332,4000665,4000666,columna,колонна,,
4000333,4000667,4000668,anillo,кольцо,,
4000334,4000669,4000670,comentar,комментировать,,
4000335,4000671,4000672,habitación,комната,,
4000336,4000673,4000674,compañía,компания,,
4000337,4000675,4000676,fin,конец,,
4000338,4000677,4000678,contacto,контакт,,
4000339,4000679,4000680,continente,континент,,
4000340,4000681,4000682,control,контроль,,
4000341,4000683,4000684,copia,копия,,
4000342,4000685,4000686,barco,судно,,
4000343,4000687,4000688,nave,корабль,,
4000344,4000689,4000690,raíz,корень,,
4000345,4000691,4000692,marrón,коричневый,,
4000346,4000693,4000694,vaca,корова,,
4000347,4000695,4000696,rey,король,,
4000348,4000697,4000698,corto,короткий,,
4000349,4000699,4000700,dado,игральный кубик,,
4000350,4000701,4000702,hueso,кость,,
4000351,4000703,4000704,traje,костюм,,
4000352,4000705,4000706,gato,кот,,
4000353,4000707,4000708,cual,который,,
4000354,4000709,4000710,café,кофе,,
4000355,4000711,4000712,borde,край,,
4000356,4000713,4000714,bonito,красивый/привлекательный,,
4000357,4000715,4000716,hermoso,красивый/изящный,,
4000358,4000717,4000718,lindo,красивый,,
4000359,4000719,4000720,rojo,красный,,
4000360,4000721,4000722,belleza,красота,,
4000361,4000723,4000724,crisis,кризис,,
4000362,4000725,4000726,gritar,кричать,,
4000363,4000727,4000728,cama,кровать,,
4000364,4000729,4000730,sangre,кровь,,
4000365,4000731,4000732,además,кроме того,,
4000366,4000733,4000734,excepto,кроме,,
4000367,4000735,4000736,círculo,круг,,
4000368,4000737,4000738,ala,крыло,,
4000369,4000739,4000740,alguien,кто-то,,
4000370,4000741,4000742,maíz,кукуруза,,
4000371,4000743,4000744,cultura,культура,,
4000372,4000745,4000746,curso,курс,,
4000373,4000747,4000748,campamento,лагерь,,
4000374,4000749,4000750,cariño,ласка,,
4000375,4000751,4000752,izquierda,левый,,
4000376,4000753,4000754,fácil,лёгкий,,
4000377,4000755,4000756,hielo,лёд,,
4000378,4000757,4000758,bosque,лес,,
4000379,4000759,4000760,volar,летать,,
4000380,4000761,4000762,verano,лето,,
4000381,4000763,4000764,línea,линия,,
4000382,4000765,4000766,hoja,лист,,
4000383,4000767,4000768,literatura,литература,,
4000384,4000769,4000770,ascensor,лифт,,
4000385,4000771,4000772,cara,лицо/выражение,,
4000386,4000773,4000774,rostro,лицо/облик,,
4000387,4000775,4000776,frente,лоб,,
4000388,4000777,4000778,mentira,ложь,,
4000389,4000779,4000780,quebrar,ломать/разрушать,,
4000390,4000781,4000782,romper,ломать/разрывать,,
4000391,4000783,4000784,caballo,лошадь,,
4000392,4000785,4000786,luna,луна,,
4000393,4000787,4000788,mejor,лучший,,
4000394,4000789,4000790,amar,любить,,
4000395,4000791,4000792,amor,любовь,,
4000396,4000793,4000794,cualquier,любой,,
4000397,4000795,4000796,gente,люди,,
4000398,4000797,4000798,tienda,магазин,,
4000399,4000799,4000800,imán,магнит,,
4000400,4000801,4000802,mayo,май,,
4000401,4000803,4000804,máximo,максимальный,,
4000402,4000805,4000806,pequeño,маленький,,
4000403,4000807,4000808,poco,мало,,
4000404,4000809,4000810,mamá,мама,,
4000405,4000811,4000812,marca,марка,,
4000406,4000813,4000814,aceite,масло,,
4000407,4000815,4000816,masa,масса,,
4000408,4000817,4000818,escala,масштаб,,
4000409,4000819,4000820,material,материал,,
4000410,4000821,4000822,materia,материя,,
4000411,4000823,4000824,madre,мать,,
4000412,4000825,4000826,coche,машина/автомобиль,,
4000413,4000827,4000828,máquina,машина/механизм,,
4000414,4000829,4000830,lento,медленный,,
4000415,4000831,4000832,entre,между,,
4000416,4000833,4000834,internacional,международный,,
4000417,4000835,4000836,mexicano,мексиканский,,
4000418,4000837,4000838,melodía,мелодия,,
4000419,4000839,4000840,menos,меньше,,
4000420,4000841,4000842,menor,меньший,,
4000421,4000843,4000844,cambiar,менять,,
4000422,4000845,4000846,local,местный,,
4000423,4000847,4000848,lugar,место/расположение,,
4000424,4000849,4000850,sitio,место/точка,,
4000425,4000851,4000852,mes,месяц,,
4000426,4000853,4000854,método,метод,,
4000427,4000855,4000856,metro,метр,,
4000428,4000857,4000858,espada,меч,,
4000429,4000859,4000860,instante,миг,,
4000430,4000861,4000862,millón,миллион,,
4000431,4000863,4000864,ministro,министр,,
4000432,4000865,4000866,minuto,минута,,
4000433,4000867,4000868,mundo,мир/вселенная,,
4000434,4000869,4000870,paz,мир/гармония,,
4000435,4000871,4000872,misión,миссия,,
4000436,4000873,4000874,bebé,младенец,,
4000437,4000875,4000876,opinión,мнение,,
4000438,4000877,4000878,mucho,много,,
4000439,4000879,4000880,modelo,модель,,
4000440,4000881,4000882,cerebro,мозг,,
4000441,4000883,4000884,molécula,молекула,,
4000442,4000885,4000886,joven,молодой,,
4000443,4000887,4000888,leche,молоко,,
4000444,4000889,4000890,callar,молчать,,
4000445,4000891,4000892,momento,момент/мгновение,,
4000446,4000893,4000894,rato,момент/короткий промежуток,,
4000447,4000895,4000896,mar,море,,
4000448,4000897,4000898,puente,мост,,
4000449,4000899,4000900,motivo,мотив,,
4000450,4000901,4000902,poder,мочь,,
4000451,4000903,4000904,marido,муж,,
4000452,4000905,4000906,música,музыка,,
4000453,4000907,4000908,basura,мусор,,
4000454,4000909,4000910,lavar,мыть,,
4000455,4000911,4000912,suave,мягкий,,
4000456,4000913,4000914,carne,мясо,,
4000457,4000915,4000916,bola,мяч,,
4000458,4000917,4000918,observar,наблюдать,,
4000459,4000919,4000920,conjunto,набор,,
4000460,4000921,4000922,imponer,навязывать,,
4000461,4000923,4000924,sobre,над,,
4000462,4000925,4000926,esperanza,надежда,,
4000463,4000927,4000928,impuesto,налог,,
4000464,4000929,4000930,bebida,напиток,,
4000465,4000931,4000932,llenar,наполнять,,
4000466,4000933,4000934,dirección,направление,,
4000467,4000935,4000936,pueblo,народ или деревня,,
4000468,4000937,4000938,insecto,насекомое,,
4000469,4000939,4000940,disfrutar,наслаждаться,,
4000470,4000941,4000942,ciencia,наука,,
4000471,4000943,4000944,encontrar,находить/обнаруживать,,
4000472,4000945,4000946,hallar,находить/отыскивать,,
4000473,4000947,4000948,nación,нация,,
4000474,4000949,4000950,principio,начало,,
4000475,4000951,4000952,jefe,начальник,,
4000476,4000953,4000954,empezar,начинать/заводить,,
4000477,4000955,4000956,iniciar,начинать/запускать,,
4000478,4000957,4000958,cielo,небо,,
4000479,4000959,4000960,increíble,невероятный,,
4000480,4000961,4000962,semana,неделя,,
4000481,4000963,4000964,alemán,немецкий,,
4000482,4000965,4000966,odiar,ненавидеть,,
4000483,4000967,4000968,necesario,необходимый,,
4000484,4000969,4000970,nervio,нерв,,
4000485,4000971,4000972,varios,несколько,,
4000486,4000973,4000974,llevar,нести,,
4000487,4000975,4000976,inferior,нижний,,
4000488,4000977,4000978,bajo,низкий,,
4000489,4000979,4000980,ninguno,никакой,,
4000490,4000981,4000982,jamás,никогда/ни за что,,
4000491,4000983,4000984,nunca,никогда/ни разу,,
4000492,4000985,4000986,nadie,никто,,
4000493,4000987,4000988,nada,ничего,,
4000494,4000989,4000990,empate,ничья,,
4000495,4000991,4000992,pero,но,,
4000496,4000993,4000994,noticia,новость,,
4000497,4000995,4000996,nuevo,новый,,
4000498,4000997,4000998,pie,стопа,,
4000499,4000999,4001000,pierna,нога,,
4000500,4001001,4001002,normal,нормальный,,
4000501,4001003,4001004,nariz,нос,,
4000502,4001005,4001006,noche,ночь,,
4000503,4001007,4001008,gustar,нравиться,,
4000504,4001009,4001010,necesitar,нуждаться,,
4000505,4001011,4001012,oler,нюхать,,
4000506,4001013,4001014,asegurar,обеспечивать,,
4000507,4001015,4001016,prometer,обещать,,
4000508,4001017,4001018,nube,облако,,
4000509,4001019,4001020,aliviar,облегчать,,
4000510,4001021,4001022,equipo,оборудование или команда,,
4000511,4001023,4001024,imagen,образ,,
4000512,4001025,4001026,educación,образование,,
4000513,4001027,4001028,trato,обращение,,
4000514,4001029,4001030,discutir,обсуждать,,
4000515,4001031,4001032,común,общий/универсальный,,
4000516,4001033,4001034,general,общий/общепринятый,,
4000517,4001035,4001036,objeto,объект,,
4000518,4001037,4001038,anunciar,объявлять/извещать,,
4000519,4001039,4001040,declarar,объявлять/провозглашать,,
4000520,4001041,4001042,explicar,объяснять,,
4000521,4001043,4001044,costumbre,обычай,,
4000522,4001045,4001046,fuego,огонь,,
4000523,4001047,4001048,enorme,огромный,,
4000524,4001049,4001050,vestir,одевать,,
4000525,4001051,4001052,ropa,одежда,,
4000526,4001053,4001054,uno,один,,
4000527,4001055,4001056,solo,одинокий,,
4000528,4001057,4001058,favor,одолжение,,
4000529,4001059,4001060,lago,озеро,,
4000530,4001061,4001062,océano,океан,,
4000531,4001063,4001064,ventana,окно,,
4000532,4001065,4001066,acerca,около,,
4000533,4001067,4001068,rodear,окружать,,
4000534,4001069,4001070,ambiente,окружение,,
4000535,4001071,4001072,peligro,опасность,,
4000536,4001073,4001074,describir,описывать,,
4000537,4001075,4001076,determinar,определять,,
4000538,4001077,4001078,experiencia,опыт,,
4000539,4001079,4001080,organización,организация,,
4000540,4001081,4001082,arma,оружие,,
4000541,4001083,4001084,base,основа,,
4000542,4001085,4001086,especial,особый,,
4000543,4001087,4001088,permanecer,оставаться/пребывать,,
4000544,4001089,4001090,quedar,оставаться/задерживаться,,
4000545,4001091,4001092,dejar,оставлять,,
4000546,4001093,4001094,demás,остальные,,
4000547,4001095,4001096,detener,останавливать/прекращать,,
4000548,4001097,4001098,parar,останавливать/останавливаться,,
4000549,4001099,4001100,resto,остаток,,
4000550,4001101,4001102,isla,остров,,
4000551,4001103,4001104,agudo,острый,,
4000552,4001105,4001106,realizar,осуществлять/выполнять,,
4000553,4001107,4001108,respuesta,ответ,,
4000554,4001109,4001110,contestar,отвечать/возражать,,
4000555,4001111,4001112,responder,отвечать/реагировать,,
4000556,4001113,4001114,departamento,отдел,,
4000557,4001115,4001116,hotel,отель,,
4000558,4001117,4001118,padre,отец,,
4000559,4001119,4001120,abrir,открывать/распахивать,,
4000560,4001121,4001122,descubrir,открывать/обнаруживать,,
4000561,4001123,4001124,distinto,отличный/непохожий,,
4000562,4001125,4001126,excelente,отличный/превосходный,,
4000563,4001127,4001128,actitud,отношение/позиция,,
4000564,4001129,4001130,relación,отношение/связь,,
4000565,4001131,4001132,enviar,отправлять,,
4000566,4001133,4001134,partir,отправляться,,
4000567,4001135,4001136,negar,отрицать,,
4000568,4001137,4001138,faltar,отсутствовать или недоставать,,
4000569,4001139,4001140,oficina,офис,,
4000570,4001141,4001142,oficial,официальный,,
4000571,4001143,4001144,alcance,охват,,
4000572,4001145,4001146,caza,охота,,
4000573,4001147,4001148,encantar,очаровывать,,
4000574,4001149,4001150,error,ошибка,,
4000575,4001151,4001152,caer,падать,,
4000576,4001153,4001154,dedo,палец,,
4000577,4001155,4001156,palillo,палочка,,
4000578,4001157,4001158,abrigo,пальто,,
4000579,4001159,4001160,memoria,память,,
4000580,4001161,4001162,vapor,пар,,
4000581,4001163,4001164,par,пара/двойка,,
4000582,4001165,4001166,pareja,пара/супруги,,
4000583,4001167,4001168,chico,парень/юноша,,
4000584,4001169,4001170,muchacho,парень/мальчишка,,
4000585,4001171,4001172,partido,партия,,
4000586,4001173,4001174,ante,перед,,
4000587,4001175,4001176,cruzar,пересекать,,
4000588,4001177,4001178,período,период,,
4000589,4001179,4001180,canción,песня,,
4000590,4001181,4001182,arena,песок,,
4000591,4001183,4001184,cantar,петь,,
4000592,4001185,4001186,pena,печаль,,
4000593,4001187,4001188,escribir,писать,,
4000594,4001189,4001190,pistola,пистолет,,
4000595,4001191,4001192,carta,письмо,,
4000596,4001193,4001194,alimento,питание,,
4000597,4001195,4001196,nadar,плавать,,
4000598,4001197,4001198,llorar,плакать,,
4000599,4001199,4001200,plan,план,,
4000600,4001201,4001202,planeta,планета,,
4000601,4001203,4001204,pagar,платить,,
4000602,4001205,4001206,hombro,плечо,,
4000603,4001207,4001208,plano,плоский,,
4000604,4001209,4001210,mal,плохо,,
4000605,4001211,4001212,malo,плохой,,
4000606,4001213,4001214,área,площадь/территория,,
4000607,4001215,4001216,plaza,площадь/сквер,,
4000608,4001217,4001218,cocinero,повар,,
4000609,4001219,4001220,superficie,поверхность,,
4000610,4001221,4001222,vuelta,поворот,,
4000611,4001223,4001224,repetir,повторять,,
4000612,4001225,4001226,regalo,подарок,,
4000613,4001227,4001228,apoyar,поддерживать/содействовать,,
4000614,4001229,4001230,mantener,поддерживать/сохранять,,
4000615,4001231,4001232,soportar,поддерживать/выдерживать,,
4000616,4001233,4001234,levantar,поднимать,,
4000617,4001235,4001236,subir,подниматься,,
4000618,4001237,4001238,encajar,подходить,,
4000619,4001239,4001240,adecuado,подходящий,,
4000620,4001241,4001242,tren,поезд,,
4000621,4001243,4001244,atrás,позади,,
4000622,4001245,4001246,tarde,поздно,,
4000623,4001247,4001248,posición,позиция,,
4000624,4001249,4001250,mientras,пока,,
4000625,4001251,4001252,demostrar,показывать/доказывать,,
4000626,4001253,4001254,mostrar,показывать/выставлять,,
4000627,4001255,4001256,abandonar,покидать,,
4000628,4001257,4001258,cubrir,покрывать,,
4000629,4001259,4001260,comprar,покупать,,
4000630,4001261,4001262,sexo,пол/гендер,,
4000631,4001263,4001264,suelo,пол/поверхность,,
4000632,4001265,4001266,campo,поле,,
